head,subV,linker,form
conseguir,impedir,aunque,6
impedir,pasar,que,3
decir,seguir,que,7
seguir,ver,si,6
advertir,alcanzar,que,2
considerar,carecer,que,2
suponer,ser,que,2
hacer,ser,que,3
asegurar,tener,que,2
asegurar,ser,que,2
anunciar,querer,que,2
indicar,tener,que,7
asegurar,retrasar,que,2
asegurar,parecer,aunque,6
dar,faltar,si,6
terminar,completar,ya_que,7
fallar,batir,aunque,6
estar,ser,si,6
considerar,centrar,que,3
considerar,tener,aunque,6
aumentar,reducir,0,7
aumentar,situar,0,7
aumentar,disminuir,0,7
decir,ir,que,7
señalar,librar,que,7
lamentar,hacer,que,3
tener,proponer,como,2
reducir,solucionar,que,3
anunciar,respaldar,que,2
justificar,ser,porque,6
justificar,matizar,aunque,6
matizar,introducir,que,2
aceptar,existir,que,3
decir,jugar,que,7
decir,ser,que,7
comentar,haber,que,2
haber,ser,que,2
apuntar,haber,que,2
comentar,saber,que,2
saber,ver,que,2
explicar,considerar,que,2
considerar,ir,porque,6
apuntar,olvidar,que,2
olvidar,estar,que,2
puntualizar,incluir,que,2
puntualizar,discutir,que,2
discutir,ser,porque,6
anteponer,responder,que,3
abandonar,escapar,pues,7
creer,tener,que,3
creer,ser,0,7
ser,ser,porque,6
ser,jugar,0,3
tener,estar,porque,6
comentar,creer,0,7
comentar,tener,que,2
comentar,ser,0,7
comentar,ser,0,7
comentar,creer,0,7
creer,pensar,que,2
aspirar,competir,aunque,6
aspirar,mantener,0,6
establecer,contribuir,que,3
contribuir,hacer,cuando,6
fijar,ser,si,6
establecer,prestar,que,3
prestar,pedir,cuando,6
comentar,continuar,que,2
comentar,ser,que,2
decir,ir,que,7
ir,permitir,si,6
esperar,desbordar,que,3
decir,creer,0,7
decir,ver,0,7
sostener,asegurar,que,7
anunciar,sumar,que,2
considerar,ser,que,2
considerar,mostrar,aunque,6
augurar,suponer,que,2
subrayar,ser,que,2
ser,ir,porque,6
querer,tragar,porque,6
admitir,extraer,que,7
admitir,ser,que,2
haber,resolver,si,6
opinar,conducir,que,7
coincidir,pedir,aunque,6
añadir,dar,que,3
ser,apoyar,que,2
preguntar,defender,si,6
agregar,poner,que,3
deteriorar,frenar,aunque,2
asegurar,demostrar,que,2
demostrar,elegir,que,2
recordar,estar,que,2
indicar,permitir,que,7
añadir,proporcionar,que,3
pedir,apoyar,que,3
haber,tratar,cuando,6
haber,abusar,que,3
haber,apoyar,0,3
haber,permitir,0,3
constatar,aumentar,que,3
afirmar,ampliar,como,2
significar,desaparecer,que,3
proclamar,acabar,que,7
considerar,utilizar,que,2
considerar,perjudicar,que,2
preguntar,fijar,porque,6
necesitar,estar,ya_que,7
explicar,adoptar,que,2
ser,entender,que,2
explicar,dar,que,2
ser,tener,ya_que,7
entender,existir,que,2
añadir,haber,0,7
ver,llegar,que,3
ser,saber,porque,6
saber,merecer,que,2
decir,contactar,que,2
creer,recibir,que,2
formular,esperar,mientras_que,3
garantizar,remolcar,si,6
garantizar,transportar,0,6
considerar,ser,que,2
querer,protagonizar,que,3
ser,autorizar,0,2
confirmar,tratar,que,2
ver,estar,que,2
señalar,ser,ya_que,7
señalar,seguir,aunque,6
destacar,pasar,que,2
anunciar,ser,que,2
subrayar,implicar,que,2
considerar,ser,que,2
concretar,imponer,que,3
señalar,especificar,que,7
realizar,contemplar,como,2
advertir,plantear,que,7
plantear,utilizar,porque,2
estimar,evitar,que,2
explicar,tener,que,2
comentar,caber,que,2
añadir,significar,que,2
significar,estar,que,2
comprometer,ser,aunque,6
tener,negar,aunque,6
negar,tener,que,3
recalcar,ordenar,que,7
considerar,perder,que,3
ser,depender,porque,6
decir,meter,que,7
meter,ser,si,6
señalar,ser,0,7
señalar,merecer,0,7
negar,parecer,porque,6
negar,ser,0,6
viajar,ganar,ya_que,7
asegurar,continuar,que,3
continuar,tener,mientras,3
indicar,pensar,que,7
indicar,asegurar,aunque,6
asegurar,preparar,que,3
comentar,quedar,que,2
pasar,pasar,aunque,6
competir,estar,mientras,3
admitir,ser,que,7
ser,decir,0,7
ser,tocar,0,7
ser,ser,0,7
creer,acabar,cuando,6
creer,ser,porque,6
ser,parar,porque,6
afirmar,corresponder,que,7
indicar,ver,que,3
ver,ayudar,porque,6
informar,quedar,0,7
informar,correr,0,7
confirmar,resultar,que,2
estar,ser,aunque,6
estar,afectar,0,6
declarar,confiar,que,7
indicar,tener,que,7
indicar,perder,que,2
indicar,ser,que,2
decir,atravesar,que,7
opinar,decidir,0,7
opinar,afrontar,que,3
afrontar,ser,porque,6
señalar,aumentar,que,7
aumentar,provocar,porque,6
aumentar,desplazar,que,3
aumentar,estar,0,6
señalar,encontrar,que,7
encontrar,estar,pues,7
indemnizar,estar,si,6
considerar,actuar,que,2
engañar,llevar_a_cabo,cuando,6
minusvalorar,empeñar,si,6
añadir,ser,que,2
ocultar,declarar,cuando,6
declarar,detener,que,2
declarar,recordar,que,7
reconocer,detener,que,2
evitar,consumir,si,6
evitar,asegurar,aunque,6
asegurar,hacer,que,2
reconocer,beber,que,2
reconocer,cometer,que,2
detener,ser,cuando,6
afirmar,ser,que,7
ser,quedar,cuando,6
ser,ser,que,7
decir,comunicar,cuando,6
decir,decir,0,7
comunicar,jugar,que,2
mirar,ganar,que,2
dar,ganar,si,6
decir,ser,que,7
estar,creer,0,7
creer,pisar,que,2
pisar,ir,porque,6
afirmar,salir,que,7
recordar,ser,0,7
recordar,haber,0,7
decir,aspirar,que,7
asegurar,repetir,que,2
ser,conseguir,0,7
vivir,ganar,cuando,6
buscar,alzar,ya_que,7
gestionar,hacer,como,2
ser,confesar,0,7
ser,tener,que,7
ser,pensar,0,7
pensar,ser,que,3
comentar,conseguir,0,7
comentar,ser,0,7
ser,apoyar,aunque,6
llevar,ser,pues,7
llevar,ser,ya_que,7
tener,ser,pues,7
asegurar,vender,que,2
aplaudir,interpretar,porque,6
dar,ir,cuando,6
poner,creer,aunque,6
creer,estar,que,2
creer,entender,porque,6
entender,ser,que,2
ser,relajar,0,7
ser,marcar,0,7
pensar,estar,que,2
pensar,ganar,que,2
pedir,apoyar,que,3
subir,confirmar,cuando,6
subir,invertir,0,6
advertir,llegar,que,7
advertir,actuar,que,3
querer,subir,que,3
recordar,ser,que,2
recordar,dificultar,que,3
perder,impedir,si,6
perder,cambiar,cuando,6
estimar,permitir,que,2
permitir,depreciar,que,3
repetir,ser,aunque,6
ver,dar_cuenta,como,2
ser,empatar,ya_que,7
ratificar,viajar,cuando,6
permitir,llegar,que,3
asegurar,considerar,que,2
considerar,vivir,aunque,6
explicar,realizar,que,2
ser,haber,aunque,6
resaltar,realizar,que,2
recordar,ser,que,2
reiterar,hacer,como,2
reiterar,existir,que,2
apuntar,poner,0,6
apuntar,obligar,0,6
argüir,tratar,que,2
suponer,demostrar,ya_que,7
afirmar,poner,0,7
poner,equivocar,que,2
demostrar,perder,que,2
sentenciar,aparecer,como,2
asegurar,encontrar,que,2
asegurar,trabajar,que,2
tener,aguantar,0,7
tener,estar,0,7
esperar,sumar,que,2
creer,alcanzar,que,2
indicar,hacer,que,7
indicar,comenzar,0,7
indicar,aprobar,0,2
ver,permitir,porque,6
permitir,gestionar,que,3
negociar,manejar,como,2
reiterar,comprometer,que,3
comprometer,perder,si,6
decir,requerir,que,7
anunciar,reunir,que,3
esperar,aprobar,que,3
asegurar,entregar,que,2
resaltar,buscar,que,2
buscar,tener,aunque,6
decir,saber,que,7
negar,tener,porque,6
decidir,regresar,que,3
anunciar,planear,que,2
decir,ser,que,7
precisar,ser,que,3
contemplar,ser,porque,6
manifestar,afectar,que,7
opinar,ser,que,7
agregar,hacer,0,7
agregar,tener,0,3
tener,mejorar,porque,6
pedir,recuperar,que,3
explicar,ser,que,2
entrar,alcanzar,ya_que,7
alcanzar,estar,como,2
decir,estar,0,7
decir,duplicar,0,7
aumentar,contar,ya_que,7
pedir,conceder,que,3
pedir,poner,que,3
decir,hacer,0,7
decir,universalizar,0,7
decir,ser,0,7
decir,llevar,0,7
exponer,ser,que,2
manifestar,hacer,que,7
pronosticar,ser,que,3
indicar,buscar,0,3
buscar,tratar,porque,6
recordar,aprobar,que,2
subrayar,intentar,que,2
señalar,ser,que,7
ser,suponer,porque,6
agregar,ser,que,2
subrayar,servir,que,2
recordar,tener,que,2
recordar,editar,que,2
decir,ser,que,7
ver,bajar,porque,6
indicar,crecer,0,7
advertir,conducir,que,7
advertir,parecer,que,7
puntualizar,aumentar,que,2
aumentar,mostrar,si,6
considerar,seguir,que,2
considerar,apoyar,0,3
prever,acelerar,que,3
informar,subir,0,7
precisar,aumentar,0,7
precisar,excluir,si,6
entrar,hacer,como,2
confirmar,poner,0,2
mostrar,llevar,porque,6
permitir,reducir,que,3
impedir,reducir,que,3
tener_en_cuenta,apuntar,que,2
mostrar,jugar,porque,6
figurar,asegurar,aunque,6
asegurar,ser,que,2
ser,puntualizar,si_bien,6
puntualizar,hacer,que,3
destacar,ser,que,2
agregar,practicar,0,7
agregar,pelear,0,7
agregar,luchar,0,7
agregar,olvidar,que,2
olvidar,lograr,que,2
intentar,parecer,aunque,6
pelear,querer,si,6
ser,confiar,aunque,6
ser,apuntar,aunque,6
romper,aprovechar,cuando,6
asegurar,pedir,que,2
pedir,corregir,que,3
considerar,ser,que,2
enfatizar,ser,0,6
enfatizar,bajar,0,6
mandar,perder,si_bien,6
constatar,reunir,que,2
demostrar,intentar,que,2
solicitar,decidir,que,3
proponer,relevar,que,7
afirmar,considerar,que,7
considerar,haber,puesto_que,7
considerar,estar,0,7
calificar,dar,que,3
calificar,citar,que,3
constatar,cometer,0,7
hacer,dar,porque,6
estar,sospechar,como,2
sostener,hacer,que,7
sostener,estar,que,2
adelantar,encontrar,que,2
encontrar,haber,porque,6
afirmar,superar,que,7
afirmar,complacer,que,2
sufrir,demostrar,como,2
afirmar,ser,0,7
afirmar,tener,porque,6
afirmar,ser,0,7
pedir,reconocer,que,3
pedir,seguir,que,3
sustituir,dejar,si,6
mostrar,triunfar,que,2
triunfar,superar,aunque,2
afirmar,interpretar,como,2
anunciar,regresar,que,3
pensar,decidir,0,7
confesar,ser,que,7
ser,evaluar,que,3
decidir,seguir,que,3
seguir,estar,como,2
estar,contagiar,porque,6
estar,ser,0,7
considerar,aportar,que,2
sostener,tomar,que,7
dejar,estar,como,2
acotar,ver,que,3
considerar,estar,si_bien,6
considerar,pasar,que,3
gustar,conversar,0,7
gustar,hablar,0,7
acotar,aceptar,0,7
acotar,ser,que,2
acotar,insistir,0,7
aseverar,dar,0,7
aseverar,creer,0,7
creer,volver,que,3
afirmar,ser,que,7
añadir,insistir,que,3
anunciar,aumentar,que,2
anunciar,precisar,aunque,6
afirmar,ser,que,7
ser,querer,porque,6
señalar,constar,0,7
señalar,dar,0,7
elaborar,llevar,pues,7
indicar,estar,que,7
subrayar,hacer,que,2
referir,jugar,que,3
recurrir,aprobar,mientras,3
desear,implicar,que,3
propiciar,salir,que,3
decir,producir,que,7
llevar,sentir,porque,7
recordar,tener,que,2
precisar,existir,que,2
decir,implicar,que,3
eximir,contratar,cuando,6
asegurar,poner_de_manifiesto,que,2
poner_de_manifiesto,apostar,que,2
considerar,calificar,que,2
apostar,superar,puesto_que,7
asegurar,querer,que,2
asegurar,apoyar,que,2
apoyar,luchar,porque,3
decir,proponer,que,7
explicar,ser,que,2
decir,estar,que,7
resaltar,tratar,que,2
decir,haber,que,7
sufrir,quedar,pues,7
añadir,pedir,que,2
retener,determinar,como,2
afirmar,afectar,que,7
ser,ser,0,7
lamentar,aceptar,aunque,6
creer,tener,que,3
tener,representar,porque,6
opinar,haber,que,7
haber,mantener,si,6
suponer,quedar,que,3
mover,hacer,como,2
lamentar,precisar,aunque,6
precisar,cerrar,que,2
decidir,incorporar,si,6
asegurar,dimitir,que,2
denunciar,destituir,que,2
pedir,pitar,que,3
pitar,hacer,porque,6
destacar,ser,que,2
ser,ganar,como,2
indicar,manifestar,que,7
negar,decidir,que,3
negar,abandonar,ya_que,7
recalcar,representar,que,7
llamar,ser,cuando,6
argumentar,ser,0,7
argumentar,reducir,0,7
crecer,ser,aunque,6
ser,estar,ya_que,7
ser,convenir,0,7
hacer,perdurar,si,6
comprobar,marchar,si,6
encontrar,ser,que,2
encontrar,desmontar,que,3
hacer_falta,ahorrar,0,3
hacer_falta,encargar,ya_que,7
estar,sufrir,si,6
intentar,comenzar,ya_que,7
objetar,ser,que,2
objetar,provocar,que,2
asegurar,declarar,que,2
declarar,obligar,que,7
reconocer,vencer,que,2
aceptar,someter,que,3
aceptar,consagrar,ya_que,7
desaprovechar,dar,ya_que,7
añadir,solventar,que,2
ser,ser,cuando,6
expresar,perder,ya_que,7
estar,pactar,siempre_que,6
destacar,convocar,que,3
convocar,haber,cuando,6
ser,adelantar,si_bien,6
adelantar,ver,que,2
sufrir,despegar,cuando,6
asegurar,indicar,aunque,6
asegurar,explicar,que,2
asegurar,disponer,que,2
indicar,rechazar,que,7
explicar,tener,que,2
relatar,sobrevolar,que,2
sobrevolar,informar,cuando,6
señalar,localizar,que,7
quejar,dar,0,7
quejar,sacar,0,7
asegurar,dormir,que,2
destacar,encontrar,que,2
confirmar,pedir,que,2
pedir,aprobar,que,3
indicar,enviar,que,7
pedir,facilitar,que,3
asegurar,tener,que,2
señalar,recibir,que,7
explicar,tener,que,3
asegurar,proponer,que,3
contar,aunar,mientras,3
creer,degradar,que,2
degradar,significar,porque,6
significar,tener,que,2
aplazar,estar,porque,6
advertir,afectar,que,7
comentar,resultar,que,2
considerar,contar,que,2
decidir,subir,si,6
clasificar,acabar,aunque,3
ser,ser,cuando,6
transmitir,ser,ya_que,7
asegurar,rozar,que,2
asegurar,admitir,aunque,6
admitir,ganar,que,7
ser,acabar,si,6
recomendar,descartar,que,3
pedir,ayudar,que,3
ser,llegar,si,6
opinar,quitar,que,7
pedir,permitir,que,3
indicar,interferir,que,7
pedir,convocar,que,3
pedir,formar,que,3
agregar,impedir,que,2
agregar,convertir,que,3
destacar,ser,que,2
ser,poseer,0,7
ser,ser,0,7
opinar,jugar,0,7
opinar,reconocer,0,3
conocer,ser,cuando,6
impedir,reanudar,que,3
decir,ser,que,7
ser,haber,porque,6
indicar,estar,0,7
indicar,atacar,porque,6
indicar,quejar,0,7
calcular,continuar,que,2
administrar,reconstruir,mientras,3
administrar,establecer,0,3
asegurar,haber,que,2
haber,existir,ya_que,7
asegurar,comprometer,que,2
establecer,ser,cuando,6
explicar,ser,que,2
explicar,reconocer,aunque,6
reconocer,ser,que,2
reconocer,ser,que,2
asegurar,proponer,que,3
proponer,ser,que,7
proponer,anunciar,tal_y_como,2
asegurar,conocer,que,2
asegurar,ser,que,2
asegurar,recibir,que,2
declarar,proponer,que,7
proponer,ser,que,7
señalar,existir,que,7
argumentar,estar,que,7
investigar,cometer,si,6
informar,clausurar,0,2
ocurrir,suspender,cuando,3
asistir,presentar,ya_que,7
confirmar,ser,que,2
decir,beneficiar,que,7
decir,beneficiar,que,7
significar,entender,aunque,6
entender,beneficiar,que,2
explicar,aportar,que,2
añadir,tener,que,2
tener,saber,porque,6
gobernar,quitar,0,6
gobernar,citar,0,6
citar,molestar,0,7
apuntar,ser,que,2
ver,tener,que,2
tener,hablar,cuando,6
considerar,ser,que,2
correr,jugar,mientras,3
correr,mantener,ya_que,7
cambiar,mandar,ya_que,7
concretar,tener,aunque,6
titular,disparar,que,2
opinar,necesitar,que,7
necesitar,tratar,aunque,6
necesitar,ser,que,3
denunciar,reflejar,que,3
destacar,retomar,que,2
acentuar,perder,porque,6
añadir,retomar,que,2
ser,cambiar,aunque,6
cambiar,empatar,pues,7
descartar,existir,que,3
sorprender,intentar,cuando,6
asegurar,efectuar,que,3
efectuar,investigar,ya_que,7
efectuar,detener,0,2
actuar,poder,cuando,6
descartar,existir,que,3
explicar,realizar,que,2
asegurar,tener,que,2
anunciar,mantener,que,3
asegurar,poner_en_marcha,que,2
indicar,provenir,que,7
esperar,hacer,que,3
denunciar,estar,que,2
estar,escoger,porque,2
invitar,reconocer,puesto_que,7
destacar,aplaudir,que,2
señalar,detectar,que,7
dar,proteger,que,3
afirmar,hacer,0,7
afirmar,ser,0,7
ser,hacer,si,6
decir,hacer,0,7
decir,merecer,0,7
esperar,pasar,que,3
esperar,pagar,0,7
pasar,ser,ya_que,7
pasar,ganar,0,3
ganar,estar,porque,6
ganar,tener,0,6
demostrar,ser,que,2
estar,pinchar,si,6
continuar,llevar,0,7
continuar,ser,0,7
continuar,ganar,0,7
ganar,controlar,si,6
reportar,jugar,cuando,6
afirmar,pasar,que,7
afirmar,tener,porque,6
proclamar,ser,que,7
apelar,haber,porque,6
llamar,ser,puesto_que,7
defender,incorporar,que,3
precisar,ser,que,2
solicitar,declarar,que,3
solicitar,conceder,ya_que,7
conceder,producir,cuando,6
demandar,actuar,ya_que,7
demandar,haber,cuando,6
demandar,ser,0,7
demandar,quejar,0,7
ser,haber,cuando,6
insistir,ser,ya_que,7
subrayar,estar,que,2
asegurar,ser,que,2
presentar,incluir,porque,6
reclamar,enviar,que,3
destacar,hacer_falta,que,2
preguntar,ser,0,7
preguntar,abordar,0,7
indicar,ver,que,7
ver,reclamar,ya_que,7
señalar,subir,que,3
presentar,ser,ya_que,7
pedir,incrementar,que,3
ser,proponer,pues,7
añadir,sorprender,que,2
añadir,entrar,pues,7
decir,surgir,que,7
asegurar,apoyar,que,2
advertir,tener_en_cuenta,si,6
asegurar,ser,que,3
motivar,ofrecer,que,3
declarar,apuntar,que,7
apuntar,detectar,ya_que,7
apuntar,resultar,que,2
apuntar,decir,aunque,6
decir,ser,que,7
puntualizar,ser,que,2
ser,producir,si,6
manifestar,ser,que,7
ser,primar,ya_que,7
decir,ser,como,2
decir,ser,que,7
señalar,increpar,0,7
señalar,ver,0,7
anunciar,pensar,que,2
pensar,ser,porque,6
afirmar,ver,que,7
decir,pasar,porque,6
señalar,estar,que,7
señalar,afirmar,aunque,6
afirmar,reconfortar,que,7
reiterar,seguir,que,2
decir,estar,que,7
explicar,dar,que,2
apuntar,ganar,0,7
apuntar,ganar,0,7
apuntar,salir,que,2
apuntar,ser,0,7
argumentar,aprovechar,que,7
ser,hacer,porque,6
ser,seguir,que,2
desconocer,ser,si,6
señalar,creer,0,7
señalar,estar,que,2
señalar,decidir,0,7
señalar,hacer,que,3
añadir,jugar,que,2
ser,querer,0,7
explicar,dar_cuenta,que,2
hacer,elevar,que,3
asumir,subir,que,3
explicar,implicar,que,2
implicar,argumentar,pues,7
argumentar,deber,que,7
creer,ser,que,3
creer,afectar,que,3
permitir,cerrar,que,3
anunciar,disminuir,que,3
ser,perder,cuando,6
anunciar,quedar,que,2
hacer,ganar,que,3
reconocer,mantener,que,2
dar,comparar,que,2
asegurar,pensar,que,2
asegurar,ver,que,3
asegurar,atreverse,que,3
explicar,estar,que,2
confirmar,apoyar,que,2
revelar,dar,porque,6
asegurar,esconder,que,2
dar,poder,0,7
dar,cumplir,0,7
preguntar,parecer,si,6
desmentir,usar,ya_que,7
desmentir,tener,0,7
producir,irrumpir,cuando,6
quedar,gritar,mientras,3
pedir,atacar,que,3
pedir,permanecer,que,3
pedir,entregar,que,3
formar,alinear,aunque,6
asegurar,expresar,que,2
producir,aprobar,pues,2
producir,exigir,0,7
surgir,criticar,pues,7
surgir,entregar,0,7
asegurar,renunciar,que,3
asegurar,salir,que,3
decir,ser,que,7
subrayar,ser,0,7
subrayar,parecer,0,7
parecer,apostar,si,6
afirmar,confirmar,que,7
asegurar,ofrecer,que,2
anunciar,centrar,que,3
afirmar,actuar,que,7
decir,proponer,que,7
decir,tratar,que,7
explicar,reproducir,que,2
mostrar,ser,que,2
señalar,ser,que,7
indicar,ser,0,6
indicar,ser,0,6
indicar,significar,0,6
significar,vivir,si,6
significar,comprar,que,2
afirmar,tener,que,7
agregar,entrar,que,2
explicar,ser,que,2
agregar,alcanzar,que,2
ser,perder,ya_que,7
ser,permitir,0,7
ver,hacer,si,6
creer,hacer,que,2
reducir,superar,aunque,6
declarar,ser,0,7
declarar,dar,0,7
confiar,asegurar,ya_que,7
asegurar,ser,que,2
creer,ayudar,que,2
ser,elegir,0,2
ser,ser,0,7
señalar,correr,que,7
correr,esperar,que,2
vivir,mudar,si,6
mudar,confirmar,si,6
informar,ocupar,0,2
calcular,tener,que,2
explicar,bloquear,que,2
explicar,pretender,porque,6
comentar,sospechar,que,2
sospechar,sugerir,que,2
sugerir,hacer,cuando,6
sugerir,aliviar,que,2
reclamar,reducir,que,3
explicar,estar,0,7
explicar,bloquear,0,7
anunciar,tomar,que,3
tomar,tener,que,2
provocar,morir,que,3
dejar,apuntar,aunque,6
exigir,dar,que,3
permanecer,marchar,si,6
permanecer,desconocer,aunque,6
desconocer,seguir,si,6
desconocer,reunir,0,6
señalar,durar,que,7
decidir,seguir,si,6
decir,proporcionar,que,7
agregar,tardar,0,7
agregar,corresponder,0,7
estar,tener,0,7
estar,llevar_a_cabo,0,7
informar,ascender,que,2
recordar,ser,que,2
asegurar,iniciar,ya_que,7
señalar,estar,que,7
aseverar,tener,0,3
aseverar,tener,0,3
decir,ser,que,7
ser,hacer,ya_que,7
hacer,ser,porque,6
explicar,intentar,0,7
intentar,saber,como,2
intentar,ser,porque,6
demostrar,preferir,que,2
preguntar,ser,0,7
indicar,convocar,que,7
demostrar,suponer,que,3
asegurar,terminar,que,2
interesar,haber,si,6
haber,ser,porque,6
recomendar,escoger,que,3
decir,elegir,que,7
dejar,haber,que,2
bajar,subir,mientras,3
bajar,aumentar,0,7
bajar,disparar,0,7
bajar,bajar,0,7
bajar,reducir,0,7
creer,ser,que,2
señalar,definir,que,7
considerar,establecer,que,3
decir,evitar,que,3
decir,resultar,que,2
señalar,contar,que,3
señalar,situar,que,3
decir,estar,que,3
decir,existir,que,2
existir,reservar,mientras,3
afianzar,alejar,pues,7
evitar,ser,que,3
declarar,aprovechar,que,3
señalar,tener,que,7
señalar,tener,que,2
agregar,significar,que,2
significar,conseguir,si,6
defender,distribuir,que,3
mantener,enfrentar,si,6
despejar,divulgar,cuando,6
hundir,ser,aunque,6
decir,terminar,que,7
anunciar,conocer,que,2
determinar,haber,si,6
determinar,ser,0,6
ser,alegar,como,2
considerar,avalar,que,2
señalar,recibir,que,3
ser,pasar,0,7
ser,dudar,0,7
ser,tramitar,si,6
tener,permitir,porque,6
añadir,reconocer,0,7
añadir,ser,que,2
añadir,incurrir,0,7
hablar,llevar,0,7
hablar,resultar,0,7
conseguir,dilatar,que,3
estar,resolver,cuando,6
anunciar,aprobar,que,2
permitir,contabilizar,que,3
ser,permitir,pues,7
considerar,afectar,que,2
explicar,sacrificar,0,7
explicar,tener,0,7
decir,permitir,que,7
aclarar,enfrentar,ya_que,7
aclarar,sentenciar,0,7
tener,jugar,ya_que,7
jugar,ser,que,2
encadenar,convencer,aunque,6
encadenar,tener,0,6
explicar,pretender,que,2
afirmar,concebir,0,3
caber,cansar,como,2
caber,rondar,ya_que,7
ver,coincidir,como,2
hacer,notar,que,3
tener,atreverse,cuando,6
tener,ocurrir,aunque,6
ganar,dar,0,7
ganar,cambiar,0,7
ganar,introducir,0,7
expresar,ser,que,7
añadir,estar,0,7
añadir,crecer,0,7
informar,estar,que,3
pensar,tener,que,2
tener,contratar,cuando,2
demostrar,ser,que,2
dudar,ganar,que,3
ver,disputar,aunque,6
ganar,imponer,cuando,6
aclarar,recibir,que,3
anunciar,aprobar,cuando,2
anunciar,promocionar,que,2
asegurar,encontrar,que,2
hacer,pagar,que,3
tener,tener_en_cuenta,si,6
anunciar,pedir,que,3
pedir,paralizar,que,3
contar,llegar,mientras,3
ser,mejorar,porque,6
manifestar,ser,0,7
manifestar,ser,que,2
manifestar,estar,0,7
subrayar,ser,que,2
corroborar,ser,que,2
subrayar,registrar,que,2
considerar,dar,que,2
perder,creer,porque,6
creer,estar,que,2
ser,estar,0,7
entender,rechazar,que,2
pedir,actuar,que,3
esperar,ser,que,3
aumentar,superar,cuando,6
advertir,haber,que,7
señalar,pagar,que,3
agregar,seguir,que,3
precisar,afectar,0,2
ser,perder,si,6
promulgar,aprobar,tan_pronto,2
anunciar,eliminar,que,3
decir,estar,que,7
reclamar,mejorar,que,3
contar,repescar,aunque,6
costar,aparecer,cuando,6
aumentar,obtener,ya_que,7
temer,disparar,que,3
indicar,esperar,que,3
indicar,suceder,como,2
usar,considerar,si,6
considerar,ser,que,2
creer,advertir,que,3
explicar,pagar,que,3
manifestar,fabricar,0,7
manifestar,contratar,como,2
evitar,llegar,que,3
señalar,estar,que,7
tener,estar,si,6
indicar,ser,que,7
precisar,ser,0,7
precisar,llevar,0,3
hacer,inscribir,que,3
prohibir,votar,que,3
asegurar,ser,que,3
manifestar,ser,que,7
explicar,ser,0,7
explicar,encontrar,0,7
explicar,esperar,0,7
evolucionar,tener,0,7
evolucionar,entrenar,0,7
estar,estar,porque,6
estar,estar,aunque,6
estar,decir,como,2
estar,entrenar,0,6
creer,optar,que,3
indicar,hacer,como,2
hacer,ser,cuando,6
hacer,jugar,0,7
hacer,gustar,0,7
hacer,ser,0,7
hacer,preferir,0,7
ser,ser,0,7
ser,conocer,0,7
saber,sentir,0,7
saber,ser,0,7
saber,existir,que,2
saber,esperar,0,7
saber,esperar,que,2
saber,haber,que,3
saber,ser,0,7
expresar,responder,porque,6
manifestar,estar,que,7
subrayar,trabajar,que,2
decir,ver,como,2
afirmar,conseguir,que,7
afirmar,pasar,que,2
desear,llegar,que,3
ser,jugar,cuando,6
ser,cortar,0,7
ser,tener,0,7
ser,llegar,que,3
ser,ser,0,7
añadir,quedar,0,7
añadir,venir,0,7
saber,dar,que,3
saber,ser,que,3
saber,hablar,0,7
saber,alargar,0,7
ser,ser,0,7
ser,dejar,0,7
decir,pasar,cuando,6
tener,ser,porque,6
estar,ser,0,3
estar,tener,0,3
ser,salir,cuando,6
ser,intentar,0,7
ser,ser,0,7
ser,estar,porque,6
decir,invertir,que,7
indicar,ser,que,7
manifestar,desconocer,que,7
considerar,incurrir,que,2
anunciar,incluir,que,3
manifestar,ser,que,7
manifestar,reflejar,que,3
recordar,recoger,que,2
haber,dudar,pues,7
haber,conocer,0,7
señalar,ser,que,7
mantener,quedar,aunque,6
decir,conocer,que,3
reiterar,ser,que,2
reconocer,resarcir,que,2
añadir,ser,que,2
explotar,ser,aunque,6
añadir,parecer,que,2
tener,vivir,porque,6
conocer,esperar,mientras,3
trasladar,considerar,porque,6
considerar,mejorar,que,2
indicar,eclipsar,que,7
responder,ser,que,7
ser,conseguir,ya_que,7
conseguir,querer,que,3
saber,atacar,que,2
decir,ir,que,7
aplaudir,hacer,mientras_que,3
aplaudir,abolir,aunque,6
aplaudir,combatir,0,6
informar,definir,0,2
afirmar,aceptar,que,7
deshacer,permitir,porque,6
deshacer,controlar,que,3
deshacer,tener,0,6
calcular,revelar,aunque,2
tener,concretar,si,6
tener,tener,ya_que,7
ser,estar,si,6
ser,estar,si,6
considerar,explotar,aunque,2
ser,añadir,si,6
añadir,carecer,que,2
añadir,afectar,que,2
pensar,estar,que,2
afirmar,haber,que,7
haber,construir,si,2
señalar,incluir,que,3
estimar,sustituir,que,2
decir,cumplir,0,7
decir,subsistir,0,7
considerar,ser,que,2
afirmar,convertir,que,7
afirmar,constituir,0,3
llevar,hacer,como,2
pensar,poner,que,3
decir,dar,que,7
tener,recibir,aunque,6
decir,dar,que,7
dar_la_gana,ser,porque,6
dar_la_gana,ser,0,6
aclarar,hablar,que,3
argumentar,insistir,que,7
considerar,ser,que,2
considerar,usar,que,3
pedir,abrir,que,3
abandonar,parecer,cuando,6
revelar,ser,que,7
lograr,pasar,que,3
creer,seguir,si,6
creer,ser,que,2
alegar,atentar,que,7
parecer,ir,porque,6
señalar,estar,que,7
